需求方,设计师,任务编号,能力标签,交易价格,发布时间
o5cecd57d2b6e3,青椒三维设计（福建）,任务编号：766045,效果图设计,200.0,2019-07-01
有家,塬境设计,任务编号：761584,效果图设计,200.0,2019-06-19
o5d044c76d2c4b,红石建筑设计工作室,任务编号：759985,效果图设计,800.0,2019-06-15
sunpc,米乐品牌设计,任务编号：758519,效果图设计,500.0,2019-06-11
howdyfire,上海暔尚广告设计公司,任务编号：756812,店铺厂房,500.0,2019-06-06
武汉尚艺映画,思阳品牌策划,任务编号：756795,效果图设计,300.0,2019-06-06
o5cf477f39acf1,爱岩文化传媒,任务编号：756782,效果图设计,500.0,2019-06-06
风生水起发大财,一人行工作室,任务编号：755662,效果图设计,100.0,2019-06-04
房通,o5c9af08196d9c,任务编号：753540,橱柜定制,1160.0,2019-05-29
武汉尚艺映画,思阳品牌策划,任务编号：752751,效果图设计,600.0,2019-05-27
理理发就是吴彦祖,爱岩文化传媒,任务编号：752699,效果图设计,400.0,2019-05-27
o5cb7f56204f9f,爱岩文化传媒,任务编号：752297,效果图设计,200.0,2019-05-27
毅小七七,颐品建筑表现工作室,任务编号：750551,效果图设计,500.0,2019-05-22
o5cdec2778ff2b,颐品建筑表现工作室,任务编号：748530,其他建筑设计,300.0,2019-05-18
cjwdxxg,威创设计工作室,任务编号：747035,效果图设计,150.0,2019-05-14
佳食怿餐,o5cdcc0750b1d5,任务编号：746728,酒店宾馆,500.0,2019-05-14
o5bf2abf1eef00,行知高端室内外装修设计工作室,任务编号：744479,效果图设计,1000.0,2019-05-08
o5bf2abf1eef00,设计忠忠,任务编号：742418,效果图设计,1000.0,2019-05-04
o5cc813fd590e7,设计忠忠,任务编号：741646,效果图设计,500.0,2019-04-30
Mr150****3443,威创设计工作室,任务编号：741119,效果图设计,500.0,2019-04-29
o5bcb1c90b05bc,威创设计工作室,任务编号：738397,效果图设计,1000.0,2019-04-23
o5cb893f189405,威创设计工作室,任务编号：737097,效果图设计,1700.0,2019-04-19
o5bf40095b2cf1,世羡工作室,任务编号：733335,效果图设计,100.0,2019-04-11
o5c9dd3c82a357,爱岩文化传媒,任务编号：728253,新房装修,100.0,2019-03-29
易品堂品牌设计,上海暔尚广告设计公司,任务编号：727794,施工图设计,1000.0,2019-03-28
o5bcc8e629b7ac,威创设计工作室,任务编号：727027,效果图设计,1000.0,2019-03-27
leoleoliao,威创设计工作室,任务编号：725847,效果图设计,3500.0,2019-03-24
烟台朗奇文化,室外桃园创意空间,任务编号：715034,店铺厂房,1500.0,2019-02-27
o5c7394d05530c,饭饭设计@_@,任务编号：714281,新房装修,300.0,2019-02-25
Mr130****1966,映善中国,任务编号：712679,效果图设计,3000.0,2019-02-20
o5bf3c704edf7f,图度文化,任务编号：712127,软装设计,300.0,2019-02-19
自建房,创易建筑设计室,任务编号：708010,别墅设计,500.0,2019-01-29
资深建筑设计师,筑利建筑结构设计工作室,任务编号：702807,别墅设计,500.0,2019-01-14
朗慕AND,昆明众石嘉创文化传播,任务编号：702746,效果图设计,500.0,2019-01-14
高承扬,昆明众石嘉创文化传播,任务编号：694803,效果图设计,100.0,2018-12-19
dong31528,微信hzj19951215,任务编号：693427,效果图设计,500.0,2018-12-16
o5b06bdc71e610,走心建筑设计,任务编号：691382,施工图设计,100.0,2018-12-10
sxcsjr,GX设计工作室,任务编号：690871,效果图设计,1500.0,2018-12-09
舞醉,凉风工作室,任务编号：690308,新房装修,150.0,2018-12-07
ts6521,厦门创啥艺术设计有限公司,任务编号：690145,效果图设计,500.0,2018-12-06
CATIA结构设变,云水禅心设计小作坊,任务编号：686399,效果图设计,200.0,2018-11-27
不爱笑的猪,梧桐雨Prince,任务编号：680174,其他建筑设计,800.0,2018-11-09
笨小孩001,云宿,任务编号：677886,新房装修,500.0,2018-11-04
o58b808593df5f,木子生活,任务编号：677678,施工图设计,200.0,2018-11-03
arlen斌,上海暔尚广告设计公司,任务编号：668999,效果图设计,500.0,2018-10-11
o598bab6c39181,常州九州设计,任务编号：666568,其他家装服务,200.0,2018-10-05
ClearMAX,走心建筑设计,任务编号：665121,效果图设计,200.0,2018-09-28
龙腾装饰,上海暔尚广告设计公司,任务编号：659993,施工图设计,1200.0,2018-09-13
zhangy9,黑马创意,任务编号：658278,效果图设计,1800.0,2018-09-09
o5b324a567a930,黑马创意,任务编号：657146,施工图设计,200.0,2018-09-06
o5a656478b1bae,常州九州设计,任务编号：651615,新房装修,1000.0,2018-08-21
MR_黄先生,北京沙微谷空间设计,任务编号：650298,效果图设计,1200.0,2018-08-17
o5b6a4370d395b,上海暔尚广告设计公司,任务编号：646716,效果图设计,500.0,2018-08-08
o5b3042bf30b21,走心建筑设计,任务编号：629472,展台展厅,1.0,2018-06-25
o5af2****74a97,道恩空间美学设计,任务编号：624847,效果图设计,1000.0,2018-06-11
新恒鑫住工,走心建筑设计,任务编号：624519,其他建筑设计,800.0,2018-06-10
明天会更好66,道恩空间美学设计,任务编号：623546,新房装修,500.0,2018-06-07
政客,ytl215767305,任务编号：620250,橱柜定制,66000.0,2018-05-30
新恒鑫住工,走心建筑设计,任务编号：618953,施工图设计,2000.0,2018-05-28
政客,ytl215767305,任务编号：615739,新房装修,2000.0,2018-05-19
mf133****0612,北京沙微谷空间设计,任务编号：614535,效果图设计,1000.0,2018-05-16
o5adfea82bbc1f,阿波次,任务编号：606555,效果图设计,500.0,2018-04-25
ynwy,阅城设计,任务编号：602908,效果图设计,2000.0,2018-04-16
vitorru,奇点创意工作室,任务编号：601467,园林设计,3600.0,2018-04-12
o5abcda972cf73,BY15873142460,任务编号：601372,店铺厂房,1000.0,2018-04-11
mf155****7989,南阳佳誉设计工程有限公司,任务编号：598130,店铺厂房,300.0,2018-04-03
o5ab7a444cb856,南阳佳誉设计工程有限公司,任务编号：594912,效果图设计,200.0,2018-03-26
o5a213af029809,南阳佳誉设计工程有限公司,任务编号：594728,效果图设计,300.0,2018-03-25
武林烟,蓝眼睛设计,任务编号：593860,软装设计,300.0,2018-03-22
o5a656478b1bae,南阳佳誉设计工程有限公司,任务编号：593848,别墅设计,2500.0,2018-03-22
mf150****2522,启明星创客工作室,任务编号：585175,单身公寓设计,12000.0,2018-02-27
mf150****2522,启明星创客工作室,任务编号：583678,单身公寓设计,7200.0,2018-02-23
mf150****2522,启明星创客工作室,任务编号：581536,新房装修,1500.0,2018-02-08
o5a656478b1bae,南阳佳誉设计工程有限公司,任务编号：578882,效果图设计,800.0,2018-01-30
o5a55****90729,唐美硕品牌设计工作室,任务编号：575608,效果图设计,500.0,2018-01-19
沙加,三横一竖,任务编号：573354,施工图设计,100.0,2018-01-14
o59e9a87f92a1d,晟辉设计工作室,任务编号：567651,办公空间,2000.0,2017-12-27
明洲五金,YIMU设计工作室,任务编号：567625,施工图设计,1500.0,2017-12-27
o5a34bba2e732a,大连一果视觉传媒有限公司,任务编号：564016,效果图设计,888.0,2017-12-16
hwanglei333,成都弘达装饰设计有限公司,任务编号：563457,单身公寓设计,200.0,2017-12-14
o5a2652a8411af,广东鼎煌科技有限公司,任务编号：561414,橱柜定制,12000.0,2017-12-08
hao47****775,素清花镜工作室,任务编号：557710,店铺厂房,200.0,2017-11-28
二尺六八,走心建筑设计,任务编号：553490,园林设计,100.0,2017-11-14
mf189****2345,杰哥设计,任务编号：553142,效果图设计,900.0,2017-11-13
hongxing3166,上海暔尚广告设计公司,任务编号：550250,效果图设计,1500.0,2017-11-03
tab_12345,wyl20065313,任务编号：549855,效果图设计,1000.0,2017-11-02
k7298****68,李靖权设计事务所,任务编号：542492,软装设计,400.0,2017-10-11
o59af51da49737,厚名设计工作室,任务编号：542335,效果图设计,600.0,2017-10-11
o59dc3f0334eee,广州艺南设计,任务编号：541971,施工图设计,500.0,2017-10-10
o5967b68d11650,逸品装饰,任务编号：540261,施工图设计,200.0,2017-09-30
o59af51da49737,南阳佳誉设计工程有限公司,任务编号：537554,办公空间,2000.0,2017-09-22
归然网络,南阳佳誉设计工程有限公司,任务编号：537108,新房装修,300.0,2017-09-20
lzp549,艺席话文化传播有限公司,任务编号：537046,效果图设计,3000.0,2017-09-20
o58cc****89917,饭饭设计@_@,任务编号：531809,其他家装服务,800.0,2017-09-04
一叶知秋528,文道创艺,任务编号：530969,其他建筑设计,200.0,2017-08-31
o599a6dd03aba7,集和视觉,任务编号：527686,软装设计,200.0,2017-08-21
vitorru,杭州驭形工业设计,任务编号：524868,新房装修,5000.0,2017-08-10
vitorru,杭州驭形工业设计,任务编号：524863,新房装修,5000.0,2017-08-10
华韶,阅城设计,任务编号：524746,效果图设计,500.0,2017-08-10
洛麦广告,饭饭设计@_@,任务编号：524783,单身公寓设计,1188.0,2017-08-10
金创格创意Design,枫林空间设计工作室,任务编号：524547,施工图设计,100.0,2017-08-09
o5933****d197b,阅城设计,任务编号：522729,效果图设计,1000.0,2017-08-03
o595f****23133,名舍空间设计工作室,任务编号：515711,施工图设计,800.0,2017-07-08
lzzhangjung,逸品装饰,任务编号：513768,效果图设计,400.0,2017-06-30
李大虾,晟安装饰,任务编号：511868,施工图设计,800.0,2017-06-23
lzzhangjung,米蜂空间设计,任务编号：511224,效果图设计,400.0,2017-06-20
moke512,饭饭设计@_@,任务编号：510768,其他家装服务,1000.0,2017-06-19
mf130****0723,沐风科技旗舰店,任务编号：506352,效果图设计,8900.0,2017-06-01
o58db65b3f2eef,正申空间设计,任务编号：506187,单身公寓设计,500.0,2017-05-31
only3zhong,仙藤设计,任务编号：504823,单身公寓设计,300.0,2017-05-25
o5923ec630a7bb,阅城设计,任务编号：504122,效果图设计,100.0,2017-05-23
lzzhangjung,上海暔尚广告设计公司,任务编号：503856,效果图设计,300.0,2017-05-23
sakaas,亦泽室内设计,任务编号：500566,单身公寓设计,1100.0,2017-05-11
mf133****3483,阅城设计,任务编号：496104,其他建筑设计,1500.0,2017-04-27
mayuan1007,冲古品牌整合设计,任务编号：489597,效果图设计,400.0,2017-04-05
mf157****4145,思巢设计,任务编号：488207,其他家装服务,100.0,2017-03-31
