需求方,设计师,任务编号,能力标签,交易价格,发布时间
candyzhangtru,亦谷设计,任务编号：902615,门头设计,700.0,2020-11-04
gofar远为,半山墨品牌营销设计,任务编号：898636,软装设计,800.0,2020-10-15
epweike2015,小理-全屋木作定制衣柜定制,任务编号：897551,店铺厂房,200.0,2020-10-10
o5eeb151e5c857,阿丽拉设计有限公司,任务编号：887899,其他家装服务,500.0,2020-08-25
小呗,禅生妙境,任务编号：887143,其他建筑设计,500.0,2020-08-22
o5bc44e180c13a,宜空间设计,任务编号：879869,软装设计,300.0,2020-07-22
o5e1ecadf3ae74,海旭设计,任务编号：879242,效果图设计,1000.0,2020-07-20
o5965c4b0981c7,友度品牌设计,任务编号：875392,办公空间,600.0,2020-07-04
o5efefef776c46,IMM设计,任务编号：875276,办公空间,600.0,2020-07-03
紫上行0769,厚名设计工作室,任务编号：875207,展台展厅,2000.0,2020-07-03
慧智创意设计,AYHL设计,任务编号：874769,效果图设计,100.0,2020-07-01
o5caaba7979e5e,AYHL设计,任务编号：873620,效果图设计,500.0,2020-06-28
o5ee1a0949ad27,o5eca95608b5c0,任务编号：869904,办公空间,500.0,2020-06-12
o5af5****3367f,灯塔工业设计,任务编号：864522,园林设计,10000.0,2020-05-25
o5c9b0c4e4de8a,一业木林,任务编号：863639,门头设计,1000.0,2020-05-22
韩柯1989,天涯何处觅知音,任务编号：861723,其他家装服务,500.0,2020-05-15
o5c1994e214ca7,爱创空间设计,任务编号：850698,门头设计,500.0,2020-04-07
o5caaba7979e5e,佳瑞设计工作室,任务编号：844590,办公空间,800.0,2020-03-16
永恒01,xiaoxiang97,任务编号：821421,展台展厅,2000.0,2019-12-13
o5dddef52b69ef,凡创设计工程工作室,任务编号：819204,施工图设计,300.0,2019-12-06
o5d5792cf674cc,步同品牌设计,任务编号：817403,软装设计,1200.0,2019-12-01
story8234,BR设计,任务编号：812666,展台展厅,1200.0,2019-11-15
jxuans,商艺DESIGN,任务编号：811156,办公空间,220.0,2019-11-11
o5939****ac4bb,o5be3ce7258365,任务编号：807923,软装设计,360.0,2019-10-31
优点网络科技,北山空间设计工作室,任务编号：805419,门头设计,300.0,2019-10-23
o5dabffebde4ee,Forrestnew,任务编号：804514,其他家装服务,251.0,2019-10-20
mf136****0007,重心服务,任务编号：801461,办公空间,100.0,2019-10-11
mf151****7363,正将建筑,任务编号：800259,效果图设计,500.0,2019-10-07
Mr136****5495,BR设计,任务编号：800223,教育场所,1000.0,2019-10-07
o57528bfae1c0e,mf18059034128,任务编号：800035,庭院设计,500.0,2019-10-06
小丑鱼111,友度品牌设计,任务编号：797410,办公空间,2400.0,2019-09-25
o5caaba7979e5e,BR设计,任务编号：785392,效果图设计,600.0,2019-08-21
o5d59****4c341,o5c0a177457664,任务编号：784481,门头设计,500.0,2019-08-18
o5d295d517746e,熙贤X2设计工作室,任务编号：773794,施工图设计,300.0,2019-07-20
zhaodengji,天津鑫磐软件,任务编号：772625,新房装修,200.0,2019-07-17
zhaodengji,42DESIGN,任务编号：772355,效果图设计,300.0,2019-07-16
wolfkiss,重庆魚畂建筑室内设计,任务编号：771228,办公空间,300.0,2019-07-13
Mr136****5495,上海作品创意空间设计,任务编号：764933,门头设计,800.0,2019-06-27
Hughesaero,爱创空间设计,任务编号：751017,门头设计,360.0,2019-05-23
whitey_cn,南国顶峰工作室,任务编号：742250,办公空间,500.0,2019-05-03
o5c4481a6d5151,TOP设计工作室,任务编号：739273,新房装修,2000.0,2019-04-25
o5cbc091181b03,o5b56c26f0b31d,任务编号：737939,店铺厂房,1000.0,2019-04-22
o5ca89956a6222,xiuye,任务编号：731549,软装设计,1000.0,2019-04-07
ssdixiaoz,大象设计,任务编号：730671,庭院设计,1920.0,2019-04-04
o5c9cce7ceb81f,∂雅韵江南设计工作室,任务编号：728063,庭院设计,500.0,2019-03-29
mf156****6395,云水禅心设计小作坊,任务编号：721806,新房装修,100.0,2019-03-14
o5c89da718d9c3,凯隆出品,任务编号：721531,其他公装设计,500.0,2019-03-14
o5c4481a6d5151,TOP设计工作室,任务编号：717012,店铺厂房,500.0,2019-03-04
o5c75****92ad1,52Hz工作室,任务编号：716229,商业空间,1000.0,2019-03-01
story8234,海旭设计,任务编号：714960,展台展厅,500.0,2019-02-26
miao21cn,zsc325800,任务编号：713726,软装设计,300.0,2019-02-23
鉴恪信息,爱创空间设计,任务编号：711790,门头设计,300.0,2019-02-18
o5c67acca40081,云水禅心设计小作坊,任务编号：711414,效果图设计,600.0,2019-02-16
wtowto4500,ch5511,任务编号：709926,办公空间,500.0,2019-02-12
gzzyxtsg,中道建筑景观设计,任务编号：704541,其他建筑设计,16000.0,2019-01-18
o5c308f38a74cb,八月Design,任务编号：700070,庭院设计,500.0,2019-01-05
o5c204789ed297,堯 . 建筑公社,任务编号：699198,新房装修,200.0,2019-01-03
陕西美雀装饰,威创设计工作室,任务编号：697293,效果图设计,300.0,2018-12-27
小超77833,厦门创啥艺术设计有限公司,任务编号：675189,效果图设计,1000.0,2018-10-27
gzzyxtsg,苏茗装饰设计,任务编号：674799,其他建筑设计,18000.0,2018-10-26
倒影中的女孩,雨夜设计工作室,任务编号：661577,软装设计,500.0,2018-09-18
o5b91e619e2739,厦门创啥艺术设计有限公司,任务编号：657643,新房装修,700.0,2018-09-07
卫斯李,悦禾品牌设计,任务编号：649703,软装设计,500.0,2018-08-16
o5a5f2c4318e4e,坐听雨歌,任务编号：647058,单身公寓设计,500.0,2018-08-08
o598014c466d2c,o5b6aea2456e42,任务编号：645492,别墅设计,1200.0,2018-08-04
nbcxzhuoyue,你说我画—设计工作室,任务编号：645416,效果图设计,500.0,2018-08-04
o5b5e506b5f9af,爵视高端品牌设计,任务编号：644693,软装设计,500.0,2018-08-02
Tsuichakho,o5ac5a5a476347,任务编号：637015,效果图设计,500.0,2018-07-14
o5a6b3a7957e25,金蝉设计工作室,任务编号：629101,施工图设计,200.0,2018-06-23
闪存记忆,半亩空间美学设计,任务编号：628500,效果图设计,200.0,2018-06-21
o5a7ba1c4afd79,橙子空间设计,任务编号：625521,门头设计,500.0,2018-06-13
o59fc0371b6f98,爱创空间设计,任务编号：624039,效果图设计,500.0,2018-06-09
o5b1200ece5e05,你说我画—设计工作室,任务编号：621463,商业空间,300.0,2018-06-02
四川赛捷网络科技,逾易设计,任务编号：614344,餐饮饮食,800.0,2018-05-15
幻想飞翔123,单萨安,任务编号：611439,办公空间,600.0,2018-05-08
jiangbushan,沃依设计,任务编号：601342,店铺厂房,220.0,2018-04-11
aiboit,Khaos,任务编号：589575,效果图设计,360.0,2018-03-12
o59eaf065633bd,BY15873142460,任务编号：586500,展台展厅,1000.0,2018-03-03
mf185****5593,新燕文化设计工作室,任务编号：585057,单身公寓设计,500.0,2018-02-27
o5a7ba1c4afd79,清茗个人工作室,任务编号：584026,门头设计,720.0,2018-02-24
o5a7ffe536f4de,老男孩工作室,任务编号：582004,其他家装服务,200.0,2018-02-11
weine,中道建筑景观设计,任务编号：578858,展台展厅,5000.0,2018-01-30
大尉,爱创空间设计,任务编号：575497,门头设计,500.0,2018-01-19
大尉,随云设计,任务编号：575492,门头设计,500.0,2018-01-19
大尉,xiuye,任务编号：574721,门头设计,500.0,2018-01-18
Gdhk,量子设计,任务编号：570923,软装设计,800.0,2018-01-07
o5a0bb1ce0b769,菲尔菲斯特设计,任务编号：568830,施工图设计,100.0,2017-12-31
那个黑妹真帅,calos,任务编号：552623,店铺厂房,1000.0,2017-11-11
你听不到,爱创空间设计,任务编号：547957,软装设计,400.0,2017-10-27
o59e83afd95a35,浩然设计空间,任务编号：545300,办公空间,100.0,2017-10-19
黑鹰00一品,晨曦室内设计,任务编号：542664,效果图设计,1000.0,2017-10-11
Ddhc,理想空间设计工作室,任务编号：541490,施工图设计,100.0,2017-10-08
o59ce1802b520f,智酷设计工作室,任务编号：540004,店铺厂房,800.0,2017-09-29
黑鹰00一品,追影空间设计,任务编号：537857,软装设计,200.0,2017-09-22
夏花01,捨作建筑设计工作室,任务编号：537649,单身公寓设计,200.0,2017-09-22
alwrcb,凌云空间建筑装饰,任务编号：533642,其他家装服务,200.0,2017-09-10
shiliangpei1988,默一设计,任务编号：532934,软装设计,100.0,2017-09-07
baidushengzhe,放肆,任务编号：516874,效果图设计,600.0,2017-07-12
jianjian1987,咕碌设计,任务编号：514912,效果图设计,1000.0,2017-07-05
kunshao9795,金蝉设计工作室,任务编号：513822,其他家装服务,500.0,2017-07-01
悠悠小镇,阅城设计,任务编号：510848,单身公寓设计,3000.0,2017-06-19
jbygzm,昆明众石嘉创文化传播,任务编号：507565,展台展厅,960.0,2017-06-06
洪波,金蝉设计工作室,任务编号：506350,效果图设计,600.0,2017-06-01
saingwei,爱创空间设计,任务编号：505418,效果图设计,400.0,2017-05-27
mf133****8277,道森装饰设计,任务编号：501189,单身公寓设计,1008.0,2017-05-13
alwrcb,mf15520066204,任务编号：500788,施工图设计,200.0,2017-05-12
benww,阅城设计,任务编号：497401,效果图设计,1000.0,2017-05-02
mf152****5533,L设计室,任务编号：495511,店铺厂房,650.0,2017-04-25
mf138****6576,xiuye,任务编号：490052,效果图设计,150.0,2017-04-07
o58d094ae2f337,峰华设计事务所,任务编号：489015,效果图设计,1000.0,2017-04-03
wbq77777,爱创空间设计,任务编号：483472,效果图设计,150.0,2017-03-15
cxyl888888,道森装饰设计,任务编号：482730,效果图设计,800.0,2017-03-12
大漠狼,厚名设计工作室,任务编号：480420,效果图设计,600.0,2017-03-04
李荣332623,厚名设计工作室,任务编号：461262,其他家装服务,1000.0,2016-11-28
曹lyxs,追影空间设计,任务编号：456530,店铺厂房,800.0,2016-11-07
mf134****8023,召唤设计,任务编号：452458,园林设计,350.0,2016-10-21
网红温老师,青藤室内设计工作室,任务编号：451042,效果图设计,1000.0,2016-10-14
leledec,LOGO及效果图制作,任务编号：448885,效果图设计,500.0,2016-09-30
o57e8810af2050,良人室内设计机构,任务编号：448201,店铺厂房,2000.0,2016-09-27
o57e203a9926a2,精华社,任务编号：447948,店铺厂房,500.0,2016-09-26
mf159****2147,龙〜设计,任务编号：445510,效果图设计,100.0,2016-09-11
mf133****2431,mf18800102908,任务编号：445373,橱柜定制,500.0,2016-09-09
mf186****7918,VCT视觉工作室,任务编号：444478,效果图设计,1080.0,2016-09-06
mf135****6566,飞创装饰,任务编号：444395,其他家装服务,888.0,2016-09-05
mf159****2147,VCT视觉工作室,任务编号：435020,效果图设计,600.0,2016-07-19
mf135****7015,鼎峰设计,任务编号：430708,软装设计,720.0,2016-06-28
懋牌真品,福州方寸装饰设计有限公司设计团队,任务编号：430150,店铺厂房,600.0,2016-06-26
kevinhu,道森装饰设计,任务编号：427878,效果图设计,500.0,2016-06-15
o575c29e4f2575,专业家装工装设计工作室,任务编号：427260,其他家装服务,200.0,2016-06-13
mf159****2147,专业家装工装设计工作室,任务编号：425638,单身公寓设计,100.0,2016-06-04
otest,VCT视觉工作室,任务编号：424974,效果图设计,1000.0,2016-06-01
mf186****2645,视点文化传媒,任务编号：419273,软装设计,300.0,2016-05-03
o570d0a85b5818,mf13888901403,任务编号：415645,软装设计,150.0,2016-04-12
ming1983,厦门诚意居装饰设计工程有限公司,任务编号：408436,酒店宾馆,300.0,2016-03-08
mf182****8800,道森装饰设计,任务编号：405525,单身公寓设计,500.0,2016-02-19
无爱无伤,jimking521的店铺,任务编号：399817,酒店宾馆,200.0,2016-01-03
zshdxh,道森装饰设计,任务编号：399729,其他家装服务,300.0,2016-01-02
o567a164179b76,金蝉设计工作室,任务编号：398512,软装设计,1000.0,2015-12-25
mf137****5211,家豪装饰工作室的店铺,任务编号：397799,店铺厂房,600.0,2015-12-21
lsty2015,成峰视觉,任务编号：395824,软装设计,200.0,2015-12-08
jcdzzm,mf18636916767,任务编号：395379,店铺厂房,600.0,2015-12-05
碎蛋超人,竹叶常青设计工作室,任务编号：394737,新房装修,960.0,2015-12-02
wdwj,Dfoo视觉品牌设计,任务编号：394245,单身公寓设计,800.0,2015-11-30
秘密类,榕树山谷设计屋,任务编号：393850,效果图设计,1000.0,2015-11-27
平凡之路0479,林家铺子,任务编号：392785,店铺厂房,300.0,2015-11-22
杭州博派广告,智酷设计工作室,任务编号：392585,办公空间,300.0,2015-11-20
whitey_cn,优悠设计,任务编号：392458,施工图设计,300.0,2015-11-20
mf186****4088,现货视觉设计,任务编号：390092,效果图设计,300.0,2015-11-08
mf156****9572,现货视觉设计,任务编号：388913,效果图设计,700.0,2015-11-02
sugleyu,G设计,任务编号：385267,软装设计,100.0,2015-10-15
诚信伟业,金蝉设计工作室,任务编号：377640,店铺厂房,200.0,2015-09-05
o55dec586688e9,mf53552babd513d,任务编号：375832,其他家装服务,100.0,2015-08-27
M1332****552,福州汇思装饰工程有限公司,任务编号：375541,施工图设计,300.0,2015-08-26
pitdoor,水溶商业空间设计,任务编号：373046,店铺厂房,200.0,2015-08-15
秘密类,乾芝品牌视觉,任务编号：357460,展台展厅,1000.0,2015-06-03
千目市场研究公司,公牛设计,任务编号：356817,软装设计,200.0,2015-06-01
mf136****6626,艺术居室Artful Space,任务编号：354167,其他家装服务,250.0,2015-05-20
Mr156****6166,蓝腔白调工作室,任务编号：351821,新房装修,1200.0,2015-05-10
mf181****8808,道瑞公司,任务编号：339945,效果图设计,500.0,2015-03-23
M1528****067,公牛设计,任务编号：338413,单身公寓设计,500.0,2015-03-17
M1528****067,宸蕴设计工作室,任务编号：338409,单身公寓设计,500.0,2015-03-17
zzjinzaghi,盛唐环艺设计馆,任务编号：334178,办公空间,300.0,2015-02-26
lovecapture,启航设计工作室,任务编号：333789,单身公寓设计,100.0,2015-02-22
奕云信息科技,智酷设计工作室,任务编号：333467,软装设计,300.0,2015-02-14
XV892,智酷设计工作室,任务编号：326622,单身公寓设计,400.0,2015-01-08
M1828****668,天意创想工作室,任务编号：323294,新房装修,300.0,2014-12-20
京城峰哥,盛唐环艺设计馆,任务编号：320282,店铺厂房,300.0,2014-12-04
broad3,智巅设计Z·D·Design,任务编号：314539,单身公寓设计,350.0,2014-11-05
Mr158****5738,gf空间设计,任务编号：313736,办公空间,1000.0,2014-10-31
rainlau0519,MS 设计团队,任务编号：311555,店铺厂房,500.0,2014-10-20
mf540803c1af37e,峰设计.室内设计工作室,任务编号：304451,其他建筑设计,400.0,2014-09-05
秦墨山人,筑成设计事务所,任务编号：302291,效果图设计,600.0,2014-08-24
职工服务中心,VCT视觉工作室,任务编号：299443,效果图设计,100.0,2014-08-08
楼AF,田木建筑设计公司,任务编号：299034,单身公寓设计,500.0,2014-08-06
o53b3****054e3,VCT视觉工作室,任务编号：294412,软装设计,200.0,2014-07-11
mf53bb36ed6605d,融合整合设计,任务编号：293842,店铺厂房,900.0,2014-07-08
xz396****285,东晟创饰设计工作室,任务编号：293723,效果图设计,100.0,2014-07-07
水海亮,渲染精彩,任务编号：290152,店铺厂房,300.0,2014-06-13
deadlxg,丁燕室内设计,任务编号：287184,软装设计,100.0,2014-05-22
hlby,云想新视觉,任务编号：258275,效果图设计,500.0,2014-04-23
西柚设计,金品设计,任务编号：257764,新房装修,300.0,2014-04-20
hlby,银鲨艺术工坊,任务编号：257763,效果图设计,300.0,2014-04-20
wyp41****1,亮剑设计,任务编号：257723,效果图设计,200.0,2014-04-20
saffi,玮影动画  Bonimation studio,任务编号：254080,软装设计,2000.0,2014-03-27
saffi,深圳市品和设计工作室,任务编号：254077,软装设计,1000.0,2014-03-27
lyr8886,云想新视觉,任务编号：253138,其他家装服务,300.0,2014-03-21
woshiluoni,艾肯美道品牌设计机构,任务编号：251539,软装设计,300.0,2014-03-11
seasonlone,智酷设计工作室,任务编号：248309,单身公寓设计,500.0,2014-02-16
wei12892,几米空间 装饰设计,任务编号：247287,单身公寓设计,200.0,2014-02-07
诚比金坚,渲染精彩,任务编号：247048,展台展厅,150.0,2014-01-26
小苏打,已夏设计,任务编号：245253,效果图设计,500.0,2014-01-10
